sucursal,producto,semana,y_real,probabilidad,magnitud,umbral,y_pred,Modelo
13,METFORMINA 850MG,2026-02-15,0.0,0.051073838,1.1221595,0.5,0.0,TwoStage
13,OMEPRAZOL 20MG,2026-02-15,0.0,0.029879782,1.099021,0.5,0.0,TwoStage
13,PARACETAMOL 500MG,2026-02-15,0.0,0.029879782,1.099021,0.5,0.0,TwoStage
13,VITAMINA C+ZINC+D3,2026-02-15,0.0,0.3984979,1.5644925,0.5,0.0,TwoStage
14,AZITROMICINA 500MG,2026-02-15,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
14,DIMENHIDRINATO 50MG,2026-02-15,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
14,ENALAPRIL 10MG,2026-02-15,0.0,0.104990505,1.1934738,0.5,0.0,TwoStage
14,IBUPROFENO TABX800,2026-02-15,0.0,0.0072553963,1.2971951,0.5,0.0,TwoStage
14,METFORMINA 850MG,2026-02-15,0.0,0.12841891,1.3929027,0.5,0.0,TwoStage
14,PARACETAMOL 500MG,2026-02-15,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
14,VITAMINA C+ZINC+D3,2026-02-15,8.0,0.5564954,1.8338547,0.5,1.8338547,TwoStage
15,AMOXICILINA 500MG,2026-02-15,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
15,AZITROMICINA 500MG,2026-02-15,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
15,DIMENHIDRINATO 50MG,2026-02-15,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
15,ENALAPRIL 10MG,2026-02-15,0.0,0.14236718,1.266043,0.5,0.0,TwoStage
15,IBUPROFENO TABX800,2026-02-15,0.0,0.027747393,1.2971951,0.5,0.0,TwoStage
15,METFORMINA 850MG,2026-02-15,0.0,0.051073838,1.3203336,0.5,0.0,TwoStage
15,PARACETAMOL 500MG,2026-02-15,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
15,VITAMINA C+ZINC+D3,2026-02-15,2.0,0.55518264,1.9940623,0.5,1.9940623,TwoStage
16,AMOXICILINA 500MG,2026-02-15,0.0,0.029879782,1.397539,0.5,0.0,TwoStage
16,AZITROMICINA 500MG,2026-02-15,0.0,0.023656232,1.397539,0.5,0.0,TwoStage
16,DIMENHIDRINATO 50MG,2026-02-15,0.0,0.013829054,1.397539,0.5,0.0,TwoStage
16,ENALAPRIL 10MG,2026-02-15,1.0,0.104990505,1.2938178,0.5,0.0,TwoStage
16,IBUPROFENO TABX800,2026-02-15,0.0,0.0072553963,1.397539,0.5,0.0,TwoStage
16,LOPERAMIDA 2MG,2026-02-15,0.0,0.015448096,1.397539,0.5,0.0,TwoStage
16,METFORMINA 850MG,2026-02-15,0.0,0.051073838,1.4206775,0.5,0.0,TwoStage
16,PARACETAMOL 500MG,2026-02-15,0.0,0.029879782,1.397539,0.5,0.0,TwoStage
16,VITAMINA C+ZINC+D3,2026-02-15,1.0,0.613739,1.923556,0.5,1.923556,TwoStage
17,AMOXICILINA 500MG,2026-02-15,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
17,ENALAPRIL 10MG,2026-02-15,0.0,0.104990505,1.1934738,0.5,0.0,TwoStage
17,IBUPROFENO TABX800,2026-02-15,0.0,0.0072553963,1.2971951,0.5,0.0,TwoStage
17,PARACETAMOL 500MG,2026-02-15,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
1,AMOXICILINA 500MG,2026-02-22,1.0,0.19262792,1.6570989,0.5,0.0,TwoStage
1,AZITROMICINA 500MG,2026-02-22,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
1,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
1,ENALAPRIL 10MG,2026-02-22,0.0,0.18190049,1.2057143,0.5,0.0,TwoStage
1,IBUPROFENO TABX800,2026-02-22,0.0,0.0072553963,1.2971951,0.5,0.0,TwoStage
1,LOPERAMIDA 2MG,2026-02-22,0.0,0.015448096,1.2971951,0.5,0.0,TwoStage
1,METFORMINA 850MG,2026-02-22,0.0,0.10017464,1.3929027,0.5,0.0,TwoStage
1,PARACETAMOL 500MG,2026-02-22,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
1,VITAMINA C+ZINC+D3,2026-02-22,6.0,0.41709203,1.8338547,0.5,0.0,TwoStage
2,AMOXICILINA 500MG,2026-02-22,0.0,0.02933753,1.3112217,0.5,0.0,TwoStage
2,AZITROMICINA 500MG,2026-02-22,0.0,0.023224222,1.3112217,0.5,0.0,TwoStage
2,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.01357402,1.3112217,0.5,0.0,TwoStage
2,ENALAPRIL 10MG,2026-02-22,0.0,0.16060032,1.219741,0.5,0.0,TwoStage
2,IBUPROFENO TABX800,2026-02-22,0.0,0.008209643,1.3112217,0.5,0.0,TwoStage
2,METFORMINA 850MG,2026-02-22,0.0,0.050166856,1.3343602,0.5,0.0,TwoStage
2,PARACETAMOL 500MG,2026-02-22,0.0,0.02933753,1.3112217,0.5,0.0,TwoStage
2,VITAMINA C+ZINC+D3,2026-02-22,1.0,0.5492795,1.9034492,0.5,1.9034492,TwoStage
3,AZITROMICINA 500MG,2026-02-22,0.0,0.023656232,1.3993268,0.5,0.0,TwoStage
3,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.3993268,0.5,0.0,TwoStage
3,ENALAPRIL 10MG,2026-02-22,0.0,0.21093771,1.3078461,0.5,0.0,TwoStage
3,IBUPROFENO TABX800,2026-02-22,0.0,0.0072553963,1.3993268,0.5,0.0,TwoStage
3,LOPERAMIDA 2MG,2026-02-22,0.0,0.015448096,1.3993268,0.5,0.0,TwoStage
3,METFORMINA 850MG,2026-02-22,0.0,0.14209409,1.4224653,0.5,0.0,TwoStage
3,PARACETAMOL 500MG,2026-02-22,0.0,0.029879782,1.3993268,0.5,0.0,TwoStage
3,VITAMINA C+ZINC+D3,2026-02-22,1.0,0.62104464,2.0125182,0.5,2.0125182,TwoStage
4,AMOXICILINA 500MG,2026-02-22,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
4,AZITROMICINA 500MG,2026-02-22,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
4,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
4,ENALAPRIL 10MG,2026-02-22,0.0,0.13655111,1.1934738,0.5,0.0,TwoStage
4,IBUPROFENO TABX800,2026-02-22,0.0,0.0072553963,1.2971951,0.5,0.0,TwoStage
4,LOPERAMIDA 2MG,2026-02-22,0.0,0.015448096,1.2971951,0.5,0.0,TwoStage
4,METFORMINA 850MG,2026-02-22,0.0,0.12712921,1.3203336,0.5,0.0,TwoStage
4,VITAMINA C+ZINC+D3,2026-02-22,1.0,0.59844357,2.1080089,0.5,2.1080089,TwoStage
5,AMOXICILINA 500MG,2026-02-22,0.0,0.033239517,1.3864012,0.5,0.0,TwoStage
5,AZITROMICINA 500MG,2026-02-22,1.0,0.026335178,1.3864012,0.5,0.0,TwoStage
5,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.015889166,1.3864012,0.5,0.0,TwoStage
5,ENALAPRIL 10MG,2026-02-22,0.0,0.25403252,1.2798226,0.5,0.0,TwoStage
5,IBUPROFENO TABX800,2026-02-22,0.0,0.0079673035,1.3864012,0.5,0.0,TwoStage
5,METFORMINA 850MG,2026-02-22,0.0,0.054705508,1.4095397,0.5,0.0,TwoStage
5,PARACETAMOL 500MG,2026-02-22,0.0,0.033239517,1.4312259,0.5,0.0,TwoStage
5,VITAMINA C+ZINC+D3,2026-02-22,2.0,0.6401441,2.3207908,0.5,2.3207908,TwoStage
6,AMOXICILINA 500MG,2026-02-22,0.0,0.028456215,1.3209168,0.5,0.0,TwoStage
6,AZITROMICINA 500MG,2026-02-22,0.0,0.022522291,1.3209168,0.5,0.0,TwoStage
6,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.3209168,0.5,0.0,TwoStage
6,ENALAPRIL 10MG,2026-02-22,1.0,0.1363375,1.424614,0.5,0.0,TwoStage
6,IBUPROFENO TABX800,2026-02-22,0.0,0.0069020567,1.3209168,0.5,0.0,TwoStage
6,LOPERAMIDA 2MG,2026-02-22,0.0,0.014701686,1.3209168,0.5,0.0,TwoStage
6,METFORMINA 850MG,2026-02-22,0.0,0.048691206,1.3314201,0.5,0.0,TwoStage
6,VITAMINA C+ZINC+D3,2026-02-22,4.0,0.51868796,1.8757184,0.5,1.8757184,TwoStage
7,AMOXICILINA 500MG,2026-02-22,0.0,0.028610889,1.2320511,0.5,0.0,TwoStage
7,AZITROMICINA 500MG,2026-02-22,0.0,0.022645464,1.2320511,0.5,0.0,TwoStage
7,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013232481,1.2320511,0.5,0.0,TwoStage
7,ENALAPRIL 10MG,2026-02-22,0.0,0.13136566,1.1283299,0.5,0.0,TwoStage
7,IBUPROFENO TABX800,2026-02-22,0.0,0.007040902,1.2320511,0.5,0.0,TwoStage
7,METFORMINA 850MG,2026-02-22,0.0,0.048950322,1.2551897,0.5,0.0,TwoStage
7,PARACETAMOL 500MG,2026-02-22,0.0,0.028610889,1.2320511,0.5,0.0,TwoStage
7,VITAMINA C+ZINC+D3,2026-02-22,1.0,0.35408673,1.7391746,0.5,0.0,TwoStage
8,AMOXICILINA 500MG,2026-02-22,0.0,0.017539697,1.2304857,0.5,0.0,TwoStage
8,AZITROMICINA 500MG,2026-02-22,0.0,0.014219036,1.2304857,0.5,0.0,TwoStage
8,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.008323064,1.2304857,0.5,0.0,TwoStage
8,ENALAPRIL 10MG,2026-02-22,0.0,0.07239544,1.1267644,0.5,0.0,TwoStage
8,IBUPROFENO TABX800,2026-02-22,0.0,0.005142879,1.2304857,0.5,0.0,TwoStage
8,LOPERAMIDA 2MG,2026-02-22,0.0,0.009012816,1.2304857,0.5,0.0,TwoStage
8,METFORMINA 850MG,2026-02-22,0.0,0.07784895,1.2536242,0.5,0.0,TwoStage
8,PARACETAMOL 500MG,2026-02-22,0.0,0.017539697,1.2304857,0.5,0.0,TwoStage
8,VITAMINA C+ZINC+D3,2026-02-22,0.0,0.29548255,1.7084119,0.5,0.0,TwoStage
9,AMOXICILINA 500MG,2026-02-22,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
9,AZITROMICINA 500MG,2026-02-22,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
9,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
9,ENALAPRIL 10MG,2026-02-22,0.0,0.13655111,1.2057143,0.5,0.0,TwoStage
9,METFORMINA 850MG,2026-02-22,0.0,0.10017464,1.3929027,0.5,0.0,TwoStage
9,PARACETAMOL 500MG,2026-02-22,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
9,VITAMINA C+ZINC+D3,2026-02-22,0.0,0.23722881,1.792078,0.5,0.0,TwoStage
10,AMOXICILINA 500MG,2026-02-22,0.0,0.029879782,1.1817704,0.5,0.0,TwoStage
10,AZITROMICINA 500MG,2026-02-22,0.0,0.112696305,1.1817704,0.5,0.0,TwoStage
10,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.1817704,0.5,0.0,TwoStage
10,ENALAPRIL 10MG,2026-02-22,0.0,0.2910093,1.192395,0.5,0.0,TwoStage
10,IBUPROFENO TABX800,2026-02-22,0.0,0.0072553963,1.1817704,0.5,0.0,TwoStage
10,LOPERAMIDA 2MG,2026-02-22,0.0,0.015448096,1.1817704,0.5,0.0,TwoStage
10,PARACETAMOL 500MG,2026-02-22,0.0,0.029879782,1.1817704,0.5,0.0,TwoStage
10,VITAMINA C+ZINC+D3,2026-02-22,0.0,0.5564954,1.7084367,0.5,1.7084367,TwoStage
11,AMOXICILINA 500MG,2026-02-22,0.0,0.025896909,1.1526179,0.5,0.0,TwoStage
11,AZITROMICINA 500MG,2026-02-22,0.0,0.02048542,1.1526179,0.5,0.0,TwoStage
11,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.012360683,1.1526179,0.5,0.0,TwoStage
11,ENALAPRIL 10MG,2026-02-22,0.0,0.09194454,1.0488967,0.5,0.0,TwoStage
11,IBUPROFENO TABX800,2026-02-22,0.0,0.007030935,1.1526179,0.5,0.0,TwoStage
11,METFORMINA 850MG,2026-02-22,0.0,0.044395156,1.1757565,0.5,0.0,TwoStage
11,PARACETAMOL 500MG,2026-02-22,0.0,0.025896909,1.1526179,0.5,0.0,TwoStage
11,VITAMINA C+ZINC+D3,2026-02-22,0.0,0.4436559,1.4376124,0.5,0.0,TwoStage
12,AMOXICILINA 500MG,2026-02-22,0.0,0.1072419,1.2971951,0.5,0.0,TwoStage
12,AZITROMICINA 500MG,2026-02-22,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
12,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
12,ENALAPRIL 10MG,2026-02-22,0.0,0.16316088,1.2057143,0.5,0.0,TwoStage
12,IBUPROFENO TABX800,2026-02-22,0.0,0.0072553963,1.2971951,0.5,0.0,TwoStage
12,METFORMINA 850MG,2026-02-22,0.0,0.051073838,1.3203336,0.5,0.0,TwoStage
12,PARACETAMOL 500MG,2026-02-22,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
12,VITAMINA C+ZINC+D3,2026-02-22,4.0,0.5564954,1.8216141,0.5,1.8216141,TwoStage
13,AMOXICILINA 500MG,2026-02-22,0.0,0.029879782,1.099021,0.5,0.0,TwoStage
13,AZITROMICINA 500MG,2026-02-22,0.0,0.023656232,1.099021,0.5,0.0,TwoStage
13,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.099021,0.5,0.0,TwoStage
13,ENALAPRIL 10MG,2026-02-22,0.0,0.13655111,1.069258,0.5,0.0,TwoStage
13,IBUPROFENO TABX800,2026-02-22,0.0,0.0072553963,1.099021,0.5,0.0,TwoStage
13,METFORMINA 850MG,2026-02-22,0.0,0.051073838,1.1221595,0.5,0.0,TwoStage
13,OMEPRAZOL 20MG,2026-02-22,0.0,0.029879782,1.099021,0.5,0.0,TwoStage
13,PARACETAMOL 500MG,2026-02-22,0.0,0.029879782,1.099021,0.5,0.0,TwoStage
13,VITAMINA C+ZINC+D3,2026-02-22,0.0,0.33851397,1.6842303,0.5,0.0,TwoStage
14,AZITROMICINA 500MG,2026-02-22,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
14,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
14,ENALAPRIL 10MG,2026-02-22,0.0,0.104990505,1.1934738,0.5,0.0,TwoStage
14,IBUPROFENO TABX800,2026-02-22,0.0,0.0072553963,1.2971951,0.5,0.0,TwoStage
14,METFORMINA 850MG,2026-02-22,0.0,0.10017464,1.3929027,0.5,0.0,TwoStage
14,PARACETAMOL 500MG,2026-02-22,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
14,VITAMINA C+ZINC+D3,2026-02-22,5.0,0.613739,2.0121746,0.5,2.0121746,TwoStage
15,AMOXICILINA 500MG,2026-02-22,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
15,AZITROMICINA 500MG,2026-02-22,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
15,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
15,ENALAPRIL 10MG,2026-02-22,0.0,0.11866769,1.266043,0.5,0.0,TwoStage
15,IBUPROFENO TABX800,2026-02-22,0.0,0.027747393,1.2971951,0.5,0.0,TwoStage
15,METFORMINA 850MG,2026-02-22,0.0,0.051073838,1.3203336,0.5,0.0,TwoStage
15,PARACETAMOL 500MG,2026-02-22,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
15,VITAMINA C+ZINC+D3,2026-02-22,0.0,0.59844357,2.1232674,0.5,2.1232674,TwoStage
16,AMOXICILINA 500MG,2026-02-22,0.0,0.029879782,1.397539,0.5,0.0,TwoStage
16,AZITROMICINA 500MG,2026-02-22,0.0,0.023656232,1.397539,0.5,0.0,TwoStage
16,DIMENHIDRINATO 50MG,2026-02-22,0.0,0.013829054,1.397539,0.5,0.0,TwoStage
16,ENALAPRIL 10MG,2026-02-22,0.0,0.13655111,1.2938178,0.5,0.0,TwoStage
16,IBUPROFENO TABX800,2026-02-22,0.0,0.0072553963,1.397539,0.5,0.0,TwoStage
16,LOPERAMIDA 2MG,2026-02-22,0.0,0.015448096,1.397539,0.5,0.0,TwoStage
16,METFORMINA 850MG,2026-02-22,0.0,0.051073838,1.4206775,0.5,0.0,TwoStage
16,PARACETAMOL 500MG,2026-02-22,0.0,0.029879782,1.397539,0.5,0.0,TwoStage
16,VITAMINA C+ZINC+D3,2026-02-22,1.0,0.58006585,1.8958458,0.5,1.8958458,TwoStage
17,AMOXICILINA 500MG,2026-02-22,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
17,AZITROMICINA 500MG,2026-02-22,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
17,ENALAPRIL 10MG,2026-02-22,0.0,0.104990505,1.1934738,0.5,0.0,TwoStage
17,IBUPROFENO TABX800,2026-02-22,0.0,0.0072553963,1.2971951,0.5,0.0,TwoStage
17,PARACETAMOL 500MG,2026-02-22,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
1,AMOXICILINA 500MG,2026-03-01,0.0,0.19849887,1.3267312,0.5,0.0,TwoStage
1,AZITROMICINA 500MG,2026-03-01,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
1,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
1,ENALAPRIL 10MG,2026-03-01,0.0,0.17977269,1.2057143,0.5,0.0,TwoStage
1,IBUPROFENO TABX800,2026-03-01,0.0,0.0072553963,1.2971951,0.5,0.0,TwoStage
1,LOPERAMIDA 2MG,2026-03-01,0.0,0.015448096,1.2971951,0.5,0.0,TwoStage
1,METFORMINA 850MG,2026-03-01,0.0,0.051073838,1.3203336,0.5,0.0,TwoStage
1,PARACETAMOL 500MG,2026-03-01,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
1,VITAMINA C+ZINC+D3,2026-03-01,0.0,0.613739,2.0354404,0.5,2.0354404,TwoStage
2,AMOXICILINA 500MG,2026-03-01,0.0,0.03154908,1.3112217,0.5,0.0,TwoStage
2,AZITROMICINA 500MG,2026-03-01,0.0,0.024986796,1.3112217,0.5,0.0,TwoStage
2,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.014615161,1.3112217,0.5,0.0,TwoStage
2,ENALAPRIL 10MG,2026-03-01,1.0,0.17096402,1.2800696,0.5,0.0,TwoStage
2,IBUPROFENO TABX800,2026-03-01,0.0,0.008843016,1.3112217,0.5,0.0,TwoStage
2,METFORMINA 850MG,2026-03-01,0.0,0.053861454,1.3343602,0.5,0.0,TwoStage
2,PARACETAMOL 500MG,2026-03-01,0.0,0.03154908,1.3112217,0.5,0.0,TwoStage
2,VITAMINA C+ZINC+D3,2026-03-01,1.0,0.5722792,1.9516151,0.5,1.9516151,TwoStage
3,AZITROMICINA 500MG,2026-03-01,0.0,0.023656232,1.3993268,0.5,0.0,TwoStage
3,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.013829054,1.3993268,0.5,0.0,TwoStage
3,ENALAPRIL 10MG,2026-03-01,0.0,0.17977269,1.3078461,0.5,0.0,TwoStage
3,IBUPROFENO TABX800,2026-03-01,0.0,0.0072553963,1.3993268,0.5,0.0,TwoStage
3,LOPERAMIDA 2MG,2026-03-01,0.0,0.015448096,1.3993268,0.5,0.0,TwoStage
3,METFORMINA 850MG,2026-03-01,4.0,0.14209409,1.4224653,0.5,0.0,TwoStage
3,PARACETAMOL 500MG,2026-03-01,0.0,0.029879782,1.3993268,0.5,0.0,TwoStage
3,VITAMINA C+ZINC+D3,2026-03-01,4.0,0.6493764,2.1080089,0.5,2.1080089,TwoStage
4,AMOXICILINA 500MG,2026-03-01,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
4,AZITROMICINA 500MG,2026-03-01,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
4,DIMENHIDRINATO 50MG,2026-03-01,1.0,0.013829054,1.2971951,0.5,0.0,TwoStage
4,ENALAPRIL 10MG,2026-03-01,1.0,0.11866769,1.1934738,0.5,0.0,TwoStage
4,IBUPROFENO TABX800,2026-03-01,0.0,0.0072553963,1.2971951,0.5,0.0,TwoStage
4,LOPERAMIDA 2MG,2026-03-01,0.0,0.015448096,1.2971951,0.5,0.0,TwoStage
4,METFORMINA 850MG,2026-03-01,0.0,0.12712921,1.3203336,0.5,0.0,TwoStage
4,VITAMINA C+ZINC+D3,2026-03-01,3.0,0.59844357,2.0354404,0.5,2.0354404,TwoStage
5,AMOXICILINA 500MG,2026-03-01,0.0,0.033239517,1.3864012,0.5,0.0,TwoStage
5,AZITROMICINA 500MG,2026-03-01,0.0,0.09441598,1.3864012,0.5,0.0,TwoStage
5,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.015889166,1.3864012,0.5,0.0,TwoStage
5,ENALAPRIL 10MG,2026-03-01,1.0,0.24702528,1.2798226,0.5,0.0,TwoStage
5,IBUPROFENO TABX800,2026-03-01,0.0,0.0079673035,1.3864012,0.5,0.0,TwoStage
5,METFORMINA 850MG,2026-03-01,0.0,0.054705508,1.4095397,0.5,0.0,TwoStage
5,PARACETAMOL 500MG,2026-03-01,0.0,0.033239517,1.4312259,0.5,0.0,TwoStage
5,VITAMINA C+ZINC+D3,2026-03-01,0.0,0.6469726,2.3232973,0.5,2.3232973,TwoStage
6,AMOXICILINA 500MG,2026-03-01,0.0,0.028456215,1.3209168,0.5,0.0,TwoStage
6,AZITROMICINA 500MG,2026-03-01,0.0,0.022522291,1.3209168,0.5,0.0,TwoStage
6,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.013829054,1.3209168,0.5,0.0,TwoStage
6,ENALAPRIL 10MG,2026-03-01,1.0,0.15831581,1.2671257,0.5,0.0,TwoStage
6,IBUPROFENO TABX800,2026-03-01,0.0,0.0069020567,1.3209168,0.5,0.0,TwoStage
6,LOPERAMIDA 2MG,2026-03-01,0.0,0.014701686,1.3209168,0.5,0.0,TwoStage
6,METFORMINA 850MG,2026-03-01,0.0,0.048691206,1.3314201,0.5,0.0,TwoStage
6,VITAMINA C+ZINC+D3,2026-03-01,0.0,0.5863028,2.0943775,0.5,2.0943775,TwoStage
7,AMOXICILINA 500MG,2026-03-01,0.0,0.028610889,1.2320511,0.5,0.0,TwoStage
7,AZITROMICINA 500MG,2026-03-01,0.0,0.022645464,1.2320511,0.5,0.0,TwoStage
7,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.013232481,1.2320511,0.5,0.0,TwoStage
7,ENALAPRIL 10MG,2026-03-01,0.0,0.13136566,1.1405704,0.5,0.0,TwoStage
7,IBUPROFENO TABX800,2026-03-01,0.0,0.007040902,1.2320511,0.5,0.0,TwoStage
7,METFORMINA 850MG,2026-03-01,0.0,0.048950322,1.2551897,0.5,0.0,TwoStage
7,PARACETAMOL 500MG,2026-03-01,0.0,0.028610889,1.2320511,0.5,0.0,TwoStage
7,VITAMINA C+ZINC+D3,2026-03-01,2.0,0.40626574,1.7687107,0.5,0.0,TwoStage
8,AMOXICILINA 500MG,2026-03-01,0.0,0.017539697,1.2304857,0.5,0.0,TwoStage
8,AZITROMICINA 500MG,2026-03-01,0.0,0.014219036,1.2304857,0.5,0.0,TwoStage
8,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.008323064,1.2304857,0.5,0.0,TwoStage
8,ENALAPRIL 10MG,2026-03-01,0.0,0.07239544,1.1993335,0.5,0.0,TwoStage
8,IBUPROFENO TABX800,2026-03-01,0.0,0.005142879,1.2304857,0.5,0.0,TwoStage
8,LOPERAMIDA 2MG,2026-03-01,0.0,0.009012816,1.2304857,0.5,0.0,TwoStage
8,METFORMINA 850MG,2026-03-01,0.0,0.06061744,1.2536242,0.5,0.0,TwoStage
8,PARACETAMOL 500MG,2026-03-01,0.0,0.017539697,1.2304857,0.5,0.0,TwoStage
8,VITAMINA C+ZINC+D3,2026-03-01,0.0,0.29548255,1.7084119,0.5,0.0,TwoStage
9,AMOXICILINA 500MG,2026-03-01,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
9,AZITROMICINA 500MG,2026-03-01,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
9,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
9,ENALAPRIL 10MG,2026-03-01,0.0,0.13655111,1.1934738,0.5,0.0,TwoStage
9,METFORMINA 850MG,2026-03-01,0.0,0.051073838,1.3203336,0.5,0.0,TwoStage
9,PARACETAMOL 500MG,2026-03-01,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
9,VITAMINA C+ZINC+D3,2026-03-01,0.0,0.23722881,1.792078,0.5,0.0,TwoStage
10,AMOXICILINA 500MG,2026-03-01,0.0,0.029879782,1.1817704,0.5,0.0,TwoStage
10,AZITROMICINA 500MG,2026-03-01,0.0,0.112696305,1.1817704,0.5,0.0,TwoStage
10,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.013829054,1.1817704,0.5,0.0,TwoStage
10,ENALAPRIL 10MG,2026-03-01,0.0,0.20479289,1.1075853,0.5,0.0,TwoStage
10,IBUPROFENO TABX800,2026-03-01,0.0,0.0072553963,1.1817704,0.5,0.0,TwoStage
10,LOPERAMIDA 2MG,2026-03-01,0.0,0.015448096,1.1817704,0.5,0.0,TwoStage
10,PARACETAMOL 500MG,2026-03-01,0.0,0.029879782,1.1817704,0.5,0.0,TwoStage
10,VITAMINA C+ZINC+D3,2026-03-01,2.0,0.53122646,1.7640046,0.5,1.7640046,TwoStage
11,AMOXICILINA 500MG,2026-03-01,0.0,0.025896909,1.1526179,0.5,0.0,TwoStage
11,AZITROMICINA 500MG,2026-03-01,0.0,0.02048542,1.1526179,0.5,0.0,TwoStage
11,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.012360683,1.1526179,0.5,0.0,TwoStage
11,ENALAPRIL 10MG,2026-03-01,0.0,0.09194454,1.0488967,0.5,0.0,TwoStage
11,IBUPROFENO TABX800,2026-03-01,0.0,0.007030935,1.1526179,0.5,0.0,TwoStage
11,METFORMINA 850MG,2026-03-01,0.0,0.044395156,1.1757565,0.5,0.0,TwoStage
11,PARACETAMOL 500MG,2026-03-01,0.0,0.025896909,1.1526179,0.5,0.0,TwoStage
11,VITAMINA C+ZINC+D3,2026-03-01,1.0,0.43038818,1.5101815,0.5,0.0,TwoStage
12,AMOXICILINA 500MG,2026-03-01,0.0,0.1072419,1.2971951,0.5,0.0,TwoStage
12,AZITROMICINA 500MG,2026-03-01,0.0,0.023656232,1.2971951,0.5,0.0,TwoStage
12,DIMENHIDRINATO 50MG,2026-03-01,0.0,0.013829054,1.2971951,0.5,0.0,TwoStage
12,ENALAPRIL 10MG,2026-03-01,2.0,0.16316088,1.1934738,0.5,0.0,TwoStage
12,IBUPROFENO TABX800,2026-03-01,0.0,0.0072553963,1.2971951,0.5,0.0,TwoStage
12,METFORMINA 850MG,2026-03-01,0.0,0.051073838,1.3203336,0.5,0.0,TwoStage
12,PARACETAMOL 500MG,2026-03-01,0.0,0.029879782,1.2971951,0.5,0.0,TwoStage
12,VITAMINA C+ZINC+D3,2026-03-01,1.0,0.59844357,2.1355078,0.5,2.1355078,TwoStage
13,AMOXICILINA 500MG,2026-03-01,0.0,0.029879782,1.099021,0.5,0.0,TwoStage
