sucursal,producto,semana,y_real,y_pred,Modelo,error,error_absoluto
17,LOPERAMIDA 2MG,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
17,PARACETAMOL 500MG,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
17,VITAMINA C+ZINC+D3,2026-06-21,0.0,2.0,Naive_ultimo,-2.0,2.0
18,AZITROMICINA 500MG,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
18,DIMENHIDRINATO 50MG,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
18,ENALAPRIL 10MG,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
18,IBUPROFENO TABX800,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
18,LOPERAMIDA 2MG,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
18,METFORMINA 850MG,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
19,AZITROMICINA 500MG,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
19,DIMENHIDRINATO 50MG,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
19,ENALAPRIL 10MG,2026-06-21,0.0,0.0,Naive_ultimo,0.0,0.0
19,VITAMINA C+ZINC+D3,2026-06-21,0.0,2.0,Naive_ultimo,-2.0,2.0
1,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
1,ENALAPRIL 10MG,2026-06-28,1.0,0.0,Naive_ultimo,1.0,1.0
1,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
1,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
1,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
1,VITAMINA C+ZINC+D3,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
2,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
2,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
2,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
2,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
2,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
2,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
2,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
2,VITAMINA C+ZINC+D3,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
3,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
3,ENALAPRIL 10MG,2026-06-28,1.0,0.0,Naive_ultimo,1.0,1.0
3,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
3,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
3,VITAMINA C+ZINC+D3,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
4,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
4,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
4,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
4,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
4,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
4,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
4,VITAMINA C+ZINC+D3,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
5,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
5,ENALAPRIL 10MG,2026-06-28,1.0,0.0,Naive_ultimo,1.0,1.0
5,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
5,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
5,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
5,VITAMINA C+ZINC+D3,2026-06-28,6.0,0.0,Naive_ultimo,6.0,6.0
6,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
6,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
6,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
6,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
6,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
6,VITAMINA C+ZINC+D3,2026-06-28,3.0,0.0,Naive_ultimo,3.0,3.0
7,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
7,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
7,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
7,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
7,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
7,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
7,VITAMINA C+ZINC+D3,2026-06-28,0.0,2.0,Naive_ultimo,-2.0,2.0
8,AMOXICILINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
8,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
8,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
8,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
8,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
8,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
8,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
8,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
8,VITAMINA C+ZINC+D3,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
9,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
9,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
9,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
9,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
9,METFORMINA 850MG,2026-06-28,0.0,1.0,Naive_ultimo,-1.0,1.0
9,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
9,VITAMINA C+ZINC+D3,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
10,AMOXICILINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
10,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
10,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
10,ENALAPRIL 10MG,2026-06-28,1.0,1.0,Naive_ultimo,0.0,0.0
10,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
10,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
10,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
10,VITAMINA C+ZINC+D3,2026-06-28,2.0,0.0,Naive_ultimo,2.0,2.0
11,AMOXICILINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
11,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
11,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
11,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
11,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
11,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
11,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
11,PARACETAMOL 500MG,2026-06-28,1.0,0.0,Naive_ultimo,1.0,1.0
11,VITAMINA C+ZINC+D3,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
12,AMOXICILINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
12,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
12,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
12,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
12,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
12,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
12,VITAMINA C+ZINC+D3,2026-06-28,1.0,1.0,Naive_ultimo,0.0,0.0
13,AZITROMICINA 500MG,2026-06-28,0.0,1.0,Naive_ultimo,-1.0,1.0
13,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
13,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
13,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
13,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
14,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
14,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
14,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
14,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
14,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
14,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
14,VITAMINA C+ZINC+D3,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
15,AMOXICILINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
15,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
15,ENALAPRIL 10MG,2026-06-28,1.0,0.0,Naive_ultimo,1.0,1.0
15,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
15,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
15,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
15,VITAMINA C+ZINC+D3,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
16,AMOXICILINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
16,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
16,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
16,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
16,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
16,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
16,METFORMINA 850MG,2026-06-28,1.0,0.0,Naive_ultimo,1.0,1.0
16,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
16,VITAMINA C+ZINC+D3,2026-06-28,2.0,0.0,Naive_ultimo,2.0,2.0
17,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
17,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
17,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
17,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
17,PARACETAMOL 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
17,VITAMINA C+ZINC+D3,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
18,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
18,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
18,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
18,IBUPROFENO TABX800,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
18,LOPERAMIDA 2MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
18,METFORMINA 850MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
19,AZITROMICINA 500MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
19,DIMENHIDRINATO 50MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
19,ENALAPRIL 10MG,2026-06-28,0.0,0.0,Naive_ultimo,0.0,0.0
19,VITAMINA C+ZINC+D3,2026-06-28,1.0,0.0,Naive_ultimo,1.0,1.0
1,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
1,ENALAPRIL 10MG,2026-07-05,1.0,1.0,Naive_ultimo,0.0,0.0
1,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
1,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
1,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
1,VITAMINA C+ZINC+D3,2026-07-05,3.0,0.0,Naive_ultimo,3.0,3.0
2,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
2,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
2,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
2,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
2,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
2,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
2,VITAMINA C+ZINC+D3,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
3,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
3,ENALAPRIL 10MG,2026-07-05,0.0,1.0,Naive_ultimo,-1.0,1.0
3,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
3,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
3,VITAMINA C+ZINC+D3,2026-07-05,2.0,0.0,Naive_ultimo,2.0,2.0
4,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
4,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
4,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
4,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
4,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
4,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
4,VITAMINA C+ZINC+D3,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
5,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
5,ENALAPRIL 10MG,2026-07-05,0.0,1.0,Naive_ultimo,-1.0,1.0
5,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
5,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
5,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
5,VITAMINA C+ZINC+D3,2026-07-05,1.0,6.0,Naive_ultimo,-5.0,5.0
6,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
6,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
6,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
6,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
6,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
6,VITAMINA C+ZINC+D3,2026-07-05,3.0,3.0,Naive_ultimo,0.0,0.0
7,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
7,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
7,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
7,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
7,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
7,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
7,VITAMINA C+ZINC+D3,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
8,AMOXICILINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
8,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
8,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
8,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
8,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
8,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
8,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
8,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
8,VITAMINA C+ZINC+D3,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
9,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
9,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
9,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
9,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
9,METFORMINA 850MG,2026-07-05,1.0,0.0,Naive_ultimo,1.0,1.0
9,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
9,VITAMINA C+ZINC+D3,2026-07-05,1.0,0.0,Naive_ultimo,1.0,1.0
10,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
10,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
10,ENALAPRIL 10MG,2026-07-05,1.0,1.0,Naive_ultimo,0.0,0.0
10,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
10,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
10,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
11,AMOXICILINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
11,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
11,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
11,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
11,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
11,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
11,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
11,PARACETAMOL 500MG,2026-07-05,0.0,1.0,Naive_ultimo,-1.0,1.0
11,VITAMINA C+ZINC+D3,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
12,AMOXICILINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
12,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
12,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
12,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
12,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
12,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
12,VITAMINA C+ZINC+D3,2026-07-05,2.0,1.0,Naive_ultimo,1.0,1.0
13,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
13,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
13,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
13,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
13,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
14,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
14,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
14,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
14,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
14,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
14,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
14,VITAMINA C+ZINC+D3,2026-07-05,3.0,0.0,Naive_ultimo,3.0,3.0
15,AMOXICILINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
15,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
15,ENALAPRIL 10MG,2026-07-05,0.0,1.0,Naive_ultimo,-1.0,1.0
15,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
15,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
15,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
15,VITAMINA C+ZINC+D3,2026-07-05,1.0,0.0,Naive_ultimo,1.0,1.0
16,AMOXICILINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
16,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
16,ENALAPRIL 10MG,2026-07-05,2.0,0.0,Naive_ultimo,2.0,2.0
16,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
16,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
16,METFORMINA 850MG,2026-07-05,0.0,1.0,Naive_ultimo,-1.0,1.0
16,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
16,VITAMINA C+ZINC+D3,2026-07-05,0.0,2.0,Naive_ultimo,-2.0,2.0
17,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
17,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
17,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
17,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
17,PARACETAMOL 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
17,VITAMINA C+ZINC+D3,2026-07-05,3.0,0.0,Naive_ultimo,3.0,3.0
18,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
18,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
18,ENALAPRIL 10MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
18,IBUPROFENO TABX800,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
18,LOPERAMIDA 2MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
18,METFORMINA 850MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
19,AZITROMICINA 500MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
19,DIMENHIDRINATO 50MG,2026-07-05,0.0,0.0,Naive_ultimo,0.0,0.0
19,VITAMINA C+ZINC+D3,2026-07-05,0.0,1.0,Naive_ultimo,-1.0,1.0
1,DIMENHIDRINATO 50MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
1,ENALAPRIL 10MG,2026-07-12,1.0,1.0,Naive_ultimo,0.0,0.0
1,IBUPROFENO TABX800,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
1,LOPERAMIDA 2MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
1,PARACETAMOL 500MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
1,VITAMINA C+ZINC+D3,2026-07-12,0.0,3.0,Naive_ultimo,-3.0,3.0
2,AZITROMICINA 500MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
2,DIMENHIDRINATO 50MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
2,ENALAPRIL 10MG,2026-07-12,2.0,0.0,Naive_ultimo,2.0,2.0
2,IBUPROFENO TABX800,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
2,LOPERAMIDA 2MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
2,PARACETAMOL 500MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
2,VITAMINA C+ZINC+D3,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
3,DIMENHIDRINATO 50MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
3,ENALAPRIL 10MG,2026-07-12,2.0,0.0,Naive_ultimo,2.0,2.0
3,IBUPROFENO TABX800,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
3,LOPERAMIDA 2MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
3,VITAMINA C+ZINC+D3,2026-07-12,0.0,2.0,Naive_ultimo,-2.0,2.0
4,AZITROMICINA 500MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
4,DIMENHIDRINATO 50MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
4,ENALAPRIL 10MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
4,IBUPROFENO TABX800,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
4,LOPERAMIDA 2MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
4,METFORMINA 850MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
4,VITAMINA C+ZINC+D3,2026-07-12,3.0,0.0,Naive_ultimo,3.0,3.0
5,DIMENHIDRINATO 50MG,2026-07-12,0.0,0.0,Naive_ultimo,0.0,0.0
