mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_modelo__max_depth,param_modelo__min_samples_leaf,param_modelo__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.1775969664255778,0.05336981571133302,0.031839847564697266,0.0003010739269163602,10,1,100,"{'modelo__max_depth': 10, 'modelo__min_samples_leaf': 1, 'modelo__n_estimators': 100}",-0.2679428349425889,-0.2901690118922431,-0.26212000520880774,-0.2734106173478799,0.012086057457681217,6
0.31711594263712567,0.09044577618413828,0.05291120211283366,0.00024582996842756983,10,1,200,"{'modelo__max_depth': 10, 'modelo__min_samples_leaf': 1, 'modelo__n_estimators': 200}",-0.26789497441015914,-0.29094227119782073,-0.2581446493476655,-0.27232729831854846,0.013751487705653391,5
0.17100214958190918,0.04523569673193006,0.031676292419433594,0.0007963357569388586,10,2,100,"{'modelo__max_depth': 10, 'modelo__min_samples_leaf': 2, 'modelo__n_estimators': 100}",-0.24877777189588285,-0.29113649422702687,-0.21728915023857462,-0.25240113878716147,0.030256725359924075,2
0.3256100018819173,0.10094165180836696,0.05381051699320475,0.001198227520731155,10,2,200,"{'modelo__max_depth': 10, 'modelo__min_samples_leaf': 2, 'modelo__n_estimators': 200}",-0.2452706443688605,-0.2901114765623458,-0.21709759366942957,-0.2508265715335453,0.03006557298937977,1
0.199739138285319,0.06873494189503418,0.03110655148824056,0.0007920820276212303,20,1,100,"{'modelo__max_depth': 20, 'modelo__min_samples_leaf': 1, 'modelo__n_estimators': 100}",-0.29081073765184,-0.3062869807251845,-0.3244725020154009,-0.3071900734641418,0.013757186664633204,7
0.3782108624776204,0.13830578755082235,0.04831433296203613,0.004880975962910666,20,1,200,"{'modelo__max_depth': 20, 'modelo__min_samples_leaf': 1, 'modelo__n_estimators': 200}",-0.291026791858922,-0.30797818507407504,-0.3264841762893176,-0.3084963844074382,0.014480053535191975,8
0.19435890515645346,0.072828589603654,0.030988057454427082,0.0004771390727352606,20,2,100,"{'modelo__max_depth': 20, 'modelo__min_samples_leaf': 2, 'modelo__n_estimators': 100}",-0.2526088303489247,-0.2973378895614104,-0.23629857892758196,-0.2620817662793057,0.025803769066024412,4
0.3590834140777588,0.13884274312745856,0.04867108662923177,0.005139827593101019,20,2,200,"{'modelo__max_depth': 20, 'modelo__min_samples_leaf': 2, 'modelo__n_estimators': 200}",-0.25004115499706614,-0.2958871590808736,-0.23733333256879086,-0.2610872155489102,0.02514821716792962,3
