sucursal,producto,Modelo,MAE,RMSE,R2,Observaciones,Series,Varianza_y_real,SST,Porcentaje_ceros_test,R2_estado,Advertencias,clasificacion_demanda,grupo_demanda,porcentaje_ceros
1,METFORMINA 850MG,ARIMA (Optimizado ADF/AIC),0.431589579161858,0.5565991587390939,-0.037250555925927076,23,1,0.2986767485822307,6.8695652173913055,73.91304347826086,definido,una_sola_serie,intermitente,mayor_intermitencia,81.1881188118812
1,METFORMINA 850MG,Random Forest,0.3526923620575821,0.5420707245534242,0.01619167942369959,23,1,0.2986767485822307,6.8695652173913055,73.91304347826086,definido,una_sola_serie,intermitente,mayor_intermitencia,81.1881188118812
1,METFORMINA 850MG,Regresión Lineal,0.39542571894871614,0.539003564884325,0.027293405539318583,23,1,0.2986767485822307,6.8695652173913055,73.91304347826086,definido,una_sola_serie,intermitente,mayor_intermitencia,81.1881188118812
1,METFORMINA 850MG,XGBoost,0.3583123272527819,0.5585961513291682,-0.044706900556914064,23,1,0.2986767485822307,6.8695652173913055,73.91304347826086,definido,una_sola_serie,intermitente,mayor_intermitencia,81.1881188118812
1,PARACETAMOL 500MG,ARIMA (Optimizado ADF/AIC),0.21981972007625644,0.24592476268951174,-0.87693413839667,30,1,0.03222222222222221,0.9666666666666662,96.66666666666667,definido,una_sola_serie,intermitente,mayor_intermitencia,92.3076923076923
1,PARACETAMOL 500MG,Random Forest,0.08526350942226907,0.19960732455789978,-0.2365095039809133,30,1,0.03222222222222221,0.9666666666666662,96.66666666666667,definido,una_sola_serie,intermitente,mayor_intermitencia,92.3076923076923
1,PARACETAMOL 500MG,Regresión Lineal,0.1301104037852593,0.19851481697895929,-0.22301101048864624,30,1,0.03222222222222221,0.9666666666666662,96.66666666666667,definido,una_sola_serie,intermitente,mayor_intermitencia,92.3076923076923
1,PARACETAMOL 500MG,XGBoost,0.08367022102077802,0.1874723875639948,-0.0907347065189732,30,1,0.03222222222222221,0.9666666666666662,96.66666666666667,definido,una_sola_serie,intermitente,mayor_intermitencia,92.3076923076923
1,VITAMINA C+ZINC+D3,ARIMA (Optimizado ADF/AIC),1.009613055142738,1.3764696717726495,-0.0007053295650909508,30,1,1.8933333333333333,56.8,36.666666666666664,definido,una_sola_serie,intermitente,mayor_intermitencia,38.46153846153847
1,VITAMINA C+ZINC+D3,Random Forest,1.123304982363713,1.5201288287476502,-0.2204885506987868,30,1,1.8933333333333333,56.8,36.666666666666664,definido,una_sola_serie,intermitente,mayor_intermitencia,38.46153846153847
1,VITAMINA C+ZINC+D3,Regresión Lineal,1.0067037717542913,1.408514408022408,-0.04784128746833516,30,1,1.8933333333333333,56.8,36.666666666666664,definido,una_sola_serie,intermitente,mayor_intermitencia,38.46153846153847
1,VITAMINA C+ZINC+D3,XGBoost,1.0688277045885721,1.4574526780996708,-0.12191988146121613,30,1,1.8933333333333333,56.8,36.666666666666664,definido,una_sola_serie,intermitente,mayor_intermitencia,38.46153846153847
2,AMOXICILINA 500MG,ARIMA (Optimizado ADF/AIC),0.33332807163789085,0.3333280716378908,,18,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,intermitente,mayor_intermitencia,88.88888888888889
2,AMOXICILINA 500MG,Random Forest,0.03729442167338706,0.0580046915942348,,18,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,intermitente,mayor_intermitencia,88.88888888888889
2,AMOXICILINA 500MG,Regresión Lineal,0.09973861726577053,0.10850571486412532,,18,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,intermitente,mayor_intermitencia,88.88888888888889
2,AMOXICILINA 500MG,XGBoost,0.06261331712206204,0.07538993913037542,,18,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,intermitente,mayor_intermitencia,88.88888888888889
2,AZITROMICINA 500MG,ARIMA (Optimizado ADF/AIC),0.009610410240215684,0.00961041024021568,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,positivas_insuficientes,mayor_intermitencia,99.03846153846155
2,AZITROMICINA 500MG,Random Forest,0.01507018149089073,0.015355795641971126,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,positivas_insuficientes,mayor_intermitencia,99.03846153846155
2,AZITROMICINA 500MG,Regresión Lineal,0.06839474249188836,0.06921111751727549,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,positivas_insuficientes,mayor_intermitencia,99.03846153846155
2,AZITROMICINA 500MG,XGBoost,0.03681054711341858,0.03681054711341858,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,positivas_insuficientes,mayor_intermitencia,99.03846153846155
2,DIMENHIDRINATO 50MG,ARIMA (Optimizado ADF/AIC),4.824558165895706e-06,4.824558165895708e-06,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,sin_demanda_positiva,sin_demanda_positiva,100.0
2,DIMENHIDRINATO 50MG,Random Forest,0.009883285045463814,0.00998087832597849,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,sin_demanda_positiva,sin_demanda_positiva,100.0
2,DIMENHIDRINATO 50MG,Regresión Lineal,0.060453618778650804,0.06137571189723864,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,sin_demanda_positiva,sin_demanda_positiva,100.0
2,DIMENHIDRINATO 50MG,XGBoost,0.03681054711341858,0.03681054711341858,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,sin_demanda_positiva,sin_demanda_positiva,100.0
2,ENALAPRIL 10MG,ARIMA (Optimizado ADF/AIC),0.3419323751384803,0.5869786645212329,-0.21748514344215297,29,1,0.28299643281807374,8.206896551724139,72.41379310344827,definido,una_sola_serie,intermitente,mayor_intermitencia,76.92307692307693
2,ENALAPRIL 10MG,Random Forest,0.4567272901476358,0.5470475117715721,-0.05747262308373435,29,1,0.28299643281807374,8.206896551724139,72.41379310344827,definido,una_sola_serie,intermitente,mayor_intermitencia,76.92307692307693
2,ENALAPRIL 10MG,Regresión Lineal,0.4505494334550503,0.5507068077571121,-0.07166717647283294,29,1,0.28299643281807374,8.206896551724139,72.41379310344827,definido,una_sola_serie,intermitente,mayor_intermitencia,76.92307692307693
2,ENALAPRIL 10MG,XGBoost,0.3915213166639723,0.5494562784629781,-0.06680567997288356,29,1,0.28299643281807374,8.206896551724139,72.41379310344827,definido,una_sola_serie,intermitente,mayor_intermitencia,76.92307692307693
2,IBUPROFENO TABX800,ARIMA (Optimizado ADF/AIC),0.009610410240418596,0.009610410240418598,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,positivas_insuficientes,mayor_intermitencia,99.03846153846155
2,IBUPROFENO TABX800,Random Forest,0.009779111892995193,0.009880701311549818,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,positivas_insuficientes,mayor_intermitencia,99.03846153846155
2,IBUPROFENO TABX800,Regresión Lineal,0.05705738952751778,0.05803347040418396,,30,1,0.0,0.0,100.0,no_definido_target_constante,una_sola_serie,positivas_insuficientes,mayor_intermitencia,99.03846153846155
