registros_iniciales,registros_negativos_eliminados,suma_cantidades_negativas,registros_nulos_eliminados,registros_finales,productos_afectados,sucursales_afectadas,productos_afectados_negativos,sucursales_afectadas_negativos,productos_afectados_nulos,sucursales_afectadas_nulos
44389,74,-93.0,0,44315,"[""AMOXICILINA 500MG"", ""AZITROMICINA 500MG"", ""CETIRIZINA 10MG"", ""DIMENHIDRINATO 50MG"", ""ENALAPRIL 10MG"", ""LOSARTAN 50MG"", ""METFORMINA 850MG"", ""NAPROXENO TABX550MG"", ""PARACETAMOL 500MG"", ""VITAMINA C+ZINC+D3""]","[""1"", ""10"", ""11"", ""12"", ""15"", ""16"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""9""]","[""AMOXICILINA 500MG"", ""AZITROMICINA 500MG"", ""CETIRIZINA 10MG"", ""DIMENHIDRINATO 50MG"", ""ENALAPRIL 10MG"", ""LOSARTAN 50MG"", ""METFORMINA 850MG"", ""NAPROXENO TABX550MG"", ""PARACETAMOL 500MG"", ""VITAMINA C+ZINC+D3""]","[""1"", ""10"", ""11"", ""12"", ""15"", ""16"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""9""]",[],[]
