sucursal,producto,semana,y_real,y_pred,error,error_absoluto
1,AMOXICILINA 500MG,2026-01-04,0.0,0.022745329267853904,-0.022745329267853904,0.022745329267853904
1,AZITROMICINA 500MG,2026-01-04,0.0,0.040764875253328385,-0.040764875253328385,0.040764875253328385
1,DIMENHIDRINATO 50MG,2026-01-04,0.0,0.05116160887441854,-0.05116160887441854,0.05116160887441854
1,ENALAPRIL 10MG,2026-01-04,0.0,0.18650476291343235,-0.18650476291343235,0.18650476291343235
1,IBUPROFENO TABX800,2026-01-04,0.0,0.022677376615508442,-0.022677376615508442,0.022677376615508442
1,LOPERAMIDA 2MG,2026-01-04,0.0,0.049190861278938784,-0.049190861278938784,0.049190861278938784
1,METFORMINA 850MG,2026-01-04,0.0,0.12498653746313276,-0.12498653746313276,0.12498653746313276
1,PARACETAMOL 500MG,2026-01-04,0.0,0.15302442603300825,-0.15302442603300825,0.15302442603300825
1,VITAMINA C+ZINC+D3,2026-01-04,0.0,0.9721640713703223,-0.9721640713703223,0.9721640713703223
2,AMOXICILINA 500MG,2026-01-04,0.0,0.052458652913165656,-0.052458652913165656,0.052458652913165656
2,AZITROMICINA 500MG,2026-01-04,0.0,0.04256119227810018,-0.04256119227810018,0.04256119227810018
2,DIMENHIDRINATO 50MG,2026-01-04,0.0,0.024737522732637286,-0.024737522732637286,0.024737522732637286
2,ENALAPRIL 10MG,2026-01-04,1.0,0.48719250056855157,0.5128074994314484,0.5128074994314484
2,IBUPROFENO TABX800,2026-01-04,0.0,0.024669570080291824,-0.024669570080291824,0.024669570080291824
2,METFORMINA 850MG,2026-01-04,0.0,0.06912987686997164,-0.06912987686997164,0.06912987686997164
2,PARACETAMOL 500MG,2026-01-04,0.0,1.4236178307374638,-1.4236178307374638,1.4236178307374638
2,VITAMINA C+ZINC+D3,2026-01-04,1.0,1.3113344076836952,-0.31133440768369525,0.31133440768369525
3,AMOXICILINA 500MG,2026-01-04,3.0,0.022745329267853904,2.977254670732146,2.977254670732146
3,AZITROMICINA 500MG,2026-01-04,0.0,0.040764875253328385,-0.040764875253328385,0.040764875253328385
3,DIMENHIDRINATO 50MG,2026-01-04,0.0,0.0246254824754861,-0.0246254824754861,0.0246254824754861
3,ENALAPRIL 10MG,2026-01-04,0.0,0.17655315001020647,-0.17655315001020647,0.17655315001020647
3,IBUPROFENO TABX800,2026-01-04,0.0,0.022677376615508442,-0.022677376615508442,0.022677376615508442
3,LOPERAMIDA 2MG,2026-01-04,0.0,0.022745329267853904,-0.022745329267853904,0.022745329267853904
3,LORATADINA 10MG,2026-01-04,0.0,0.022715670345461417,-0.022715670345461417,0.022715670345461417
3,LOSARTAN 50MG,2026-01-04,0.0,0.07967633508966428,-0.07967633508966428,0.07967633508966428
3,METFORMINA 850MG,2026-01-04,0.0,0.08102483070299048,-0.08102483070299048,0.08102483070299048
3,PARACETAMOL 500MG,2026-01-04,0.0,0.0987253483045276,-0.0987253483045276,0.0987253483045276
3,VITAMINA C+ZINC+D3,2026-01-04,2.0,1.1865161689567154,0.8134838310432846,0.8134838310432846
