sucursal,producto,ADI,CV2,porcentaje_ceros,clasificacion_demanda,grupo_demanda,n_semanas,n_semanas_demanda_positiva,media_demanda_positiva,desviacion_demanda_positiva,periodo_clasificacion,inicio_train,fin_train,CV2_estimable,intervalo_ceros,en_poblacion_comun
10,NAPROXENO TABX550MG,14.0,0.3033333333333334,92.85714285714286,intermitente,mayor_intermitencia,98,7,1.4285714285714286,0.7867957924694432,TRAIN anterior a 2026-01-01,2024-01-07,2025-11-16,True,,False
10,PARACETAMOL 500MG,13.0,0.32,92.3076923076923,intermitente,mayor_intermitencia,104,8,1.25,0.7071067811865476,TRAIN anterior a 2026-01-01,2024-01-07,2025-12-28,True,Q2,True
10,VITAMINA C+ZINC+D3,1.8571428571428572,0.35201721355567506,46.15384615384615,intermitente,mayor_intermitencia,104,56,1.625,0.9641293764560099,TRAIN anterior a 2026-01-01,2024-01-07,2025-12-28,True,Q1,True
11,AMOXICILINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,77,0,,,TRAIN anterior a 2026-01-01,2024-07-14,2025-12-28,False,Q3,True
11,AZITROMICINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,89,0,,,TRAIN anterior a 2026-01-01,2024-04-21,2025-12-28,False,Q3,True
11,CETIRIZINA 10MG,46.0,0.0,97.82608695652173,intermitente,mayor_intermitencia,92,2,1.0,0.0,TRAIN anterior a 2026-01-01,2024-02-11,2025-11-09,True,,False
11,DIMENHIDRINATO 50MG,89.0,,98.87640449438202,positivas_insuficientes,mayor_intermitencia,89,1,1.0,,TRAIN anterior a 2026-01-01,2024-04-21,2025-12-28,False,Q3,True
11,ENALAPRIL 10MG,13.714285714285714,0.0,92.70833333333334,intermitente,mayor_intermitencia,96,7,1.0,0.0,TRAIN anterior a 2026-01-01,2024-03-03,2025-12-28,True,Q2,True
11,IBUPROFENO TABX800,89.0,,98.87640449438202,positivas_insuficientes,mayor_intermitencia,89,1,1.0,,TRAIN anterior a 2026-01-01,2024-04-21,2025-12-28,False,Q3,True
11,LOPERAMIDA 2MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
11,LORATADINA 10MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,89,0,,,TRAIN anterior a 2026-01-01,2024-02-25,2025-11-02,False,,False
11,LOSARTAN 50MG,21.25,0.0,95.29411764705881,intermitente,mayor_intermitencia,85,4,1.0,0.0,TRAIN anterior a 2026-01-01,2024-03-31,2025-11-09,True,,False
11,METFORMINA 850MG,15.0,0.1224489795918367,93.33333333333333,intermitente,mayor_intermitencia,90,6,1.1666666666666667,0.408248290463863,TRAIN anterior a 2026-01-01,2024-04-14,2025-12-28,True,Q2,True
11,NAPROXENO TABX550MG,46.5,0.0,97.84946236559139,intermitente,mayor_intermitencia,93,2,1.0,0.0,TRAIN anterior a 2026-01-01,2024-02-11,2025-11-16,True,,False
11,OMEPRAZOL 20MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,31,0,,,TRAIN anterior a 2026-01-01,2024-12-15,2025-07-13,False,,False
11,PARACETAMOL 500MG,99.0,,98.98989898989899,positivas_insuficientes,mayor_intermitencia,99,1,1.0,,TRAIN anterior a 2026-01-01,2024-02-11,2025-12-28,False,Q3,True
11,VITAMINA C+ZINC+D3,3.03125,0.1500506609486557,67.0103092783505,intermitente,mayor_intermitencia,97,32,1.15625,0.447889315243931,TRAIN anterior a 2026-01-01,2024-02-25,2025-12-28,True,Q1,True
12,AMOXICILINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,76,0,,,TRAIN anterior a 2026-01-01,2024-07-21,2025-12-28,False,Q3,True
12,AZITROMICINA 500MG,31.0,0.0,96.7741935483871,intermitente,mayor_intermitencia,93,3,2.0,0.0,TRAIN anterior a 2026-01-01,2024-03-24,2025-12-28,True,Q2,True
12,CETIRIZINA 10MG,17.4,0.0,94.25287356321839,intermitente,mayor_intermitencia,87,5,1.0,0.0,TRAIN anterior a 2026-01-01,2024-03-24,2025-11-16,True,,False
12,DIMENHIDRINATO 50MG,46.5,0.0,97.84946236559139,intermitente,mayor_intermitencia,93,2,1.0,0.0,TRAIN anterior a 2026-01-01,2024-03-24,2025-12-28,True,Q3,True
12,ENALAPRIL 10MG,6.571428571428571,0.06222222222222223,84.78260869565217,intermitente,mayor_intermitencia,92,14,1.0714285714285714,0.2672612419124244,TRAIN anterior a 2026-01-01,2024-03-31,2025-12-28,True,Q1,True
12,IBUPROFENO TABX800,,,100.0,sin_demanda_positiva,sin_demanda_positiva,93,0,,,TRAIN anterior a 2026-01-01,2024-03-24,2025-12-28,False,Q3,True
12,LOPERAMIDA 2MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
12,LORATADINA 10MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,74,0,,,TRAIN anterior a 2026-01-01,2024-06-09,2025-11-02,False,,False
12,LOSARTAN 50MG,10.5,0.09876543209876545,90.47619047619048,intermitente,mayor_intermitencia,84,8,1.125,0.3535533905932738,TRAIN anterior a 2026-01-01,2024-03-24,2025-10-26,True,,False
12,METFORMINA 850MG,14.5,0.15000000000000005,93.10344827586206,intermitente,mayor_intermitencia,87,6,1.3333333333333333,0.5163977794943223,TRAIN anterior a 2026-01-01,2024-05-05,2025-12-28,True,Q2,True
12,NAPROXENO TABX550MG,21.5,0.1481481481481481,95.34883720930233,intermitente,mayor_intermitencia,86,4,1.5,0.5773502691896257,TRAIN anterior a 2026-01-01,2024-03-24,2025-11-09,True,,False
12,PARACETAMOL 500MG,93.0,,98.9247311827957,positivas_insuficientes,mayor_intermitencia,93,1,1.0,,TRAIN anterior a 2026-01-01,2024-03-24,2025-12-28,False,Q3,True
12,VITAMINA C+ZINC+D3,1.82,0.4164948180392195,45.05494505494506,intermitente,mayor_intermitencia,91,50,2.22,1.432708295929248,TRAIN anterior a 2026-01-01,2024-04-07,2025-12-28,True,Q1,True
13,AMOXICILINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,74,0,,,TRAIN anterior a 2026-01-01,2024-08-04,2025-12-28,False,Q3,True
13,AZITROMICINA 500MG,74.0,,98.64864864864865,positivas_insuficientes,mayor_intermitencia,74,1,1.0,,TRAIN anterior a 2026-01-01,2024-08-04,2025-12-28,False,Q3,True
13,CETIRIZINA 10MG,33.5,0.0,97.01492537313433,intermitente,mayor_intermitencia,67,2,1.0,0.0,TRAIN anterior a 2026-01-01,2024-08-04,2025-11-09,True,,False
13,DIMENHIDRINATO 50MG,64.0,,98.4375,positivas_insuficientes,mayor_intermitencia,64,1,1.0,,TRAIN anterior a 2026-01-01,2024-10-13,2025-12-28,False,Q3,True
13,ENALAPRIL 10MG,12.0,0.0,91.66666666666666,intermitente,mayor_intermitencia,72,6,1.0,0.0,TRAIN anterior a 2026-01-01,2024-08-18,2025-12-28,True,Q2,True
13,IBUPROFENO TABX800,,,100.0,sin_demanda_positiva,sin_demanda_positiva,64,0,,,TRAIN anterior a 2026-01-01,2024-10-13,2025-12-28,False,Q3,True
13,LORATADINA 10MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,67,0,,,TRAIN anterior a 2026-01-01,2024-08-04,2025-11-09,False,,False
13,LOSARTAN 50MG,17.0,0.0,94.11764705882352,intermitente,mayor_intermitencia,51,3,1.0,0.0,TRAIN anterior a 2026-01-01,2024-11-24,2025-11-09,True,,False
13,METFORMINA 850MG,17.0,0.0,94.11764705882352,intermitente,mayor_intermitencia,34,2,1.0,0.0,TRAIN anterior a 2026-01-01,2025-05-11,2025-12-28,True,Q2,True
13,NAPROXENO TABX550MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,68,0,,,TRAIN anterior a 2026-01-01,2024-07-28,2025-11-09,False,,False
13,OMEPRAZOL 20MG,70.0,,98.57142857142858,positivas_insuficientes,mayor_intermitencia,70,1,1.0,,TRAIN anterior a 2026-01-01,2024-09-01,2025-12-28,False,Q3,True
13,PARACETAMOL 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,9,0,,,TRAIN anterior a 2026-01-01,2025-11-02,2025-12-28,False,,False
13,VITAMINA C+ZINC+D3,2.8461538461538463,0.121875,64.86486486486487,intermitente,mayor_intermitencia,74,26,1.2307692307692308,0.4296689244236597,TRAIN anterior a 2026-01-01,2024-08-04,2025-12-28,True,Q1,True
14,AMOXICILINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,33,0,,,TRAIN anterior a 2026-01-01,2024-12-01,2025-07-13,False,,False
14,AZITROMICINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,55,0,,,TRAIN anterior a 2026-01-01,2024-12-15,2025-12-28,False,Q3,True
14,CETIRIZINA 10MG,24.5,0.0,95.91836734693877,intermitente,mayor_intermitencia,49,2,1.0,0.0,TRAIN anterior a 2026-01-01,2024-12-08,2025-11-09,True,,False
14,DIMENHIDRINATO 50MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,34,0,,,TRAIN anterior a 2026-01-01,2025-05-11,2025-12-28,False,Q3,True
14,ENALAPRIL 10MG,12.2,0.0,91.80327868852459,intermitente,mayor_intermitencia,61,5,1.0,0.0,TRAIN anterior a 2026-01-01,2024-11-03,2025-12-28,True,Q2,True
14,IBUPROFENO TABX800,,,100.0,sin_demanda_positiva,sin_demanda_positiva,35,0,,,TRAIN anterior a 2026-01-01,2025-05-04,2025-12-28,False,Q3,True
14,LORATADINA 10MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,52,0,,,TRAIN anterior a 2026-01-01,2024-11-17,2025-11-09,False,,False
14,LOSARTAN 50MG,13.0,0.0,92.3076923076923,intermitente,mayor_intermitencia,39,3,1.0,0.0,TRAIN anterior a 2026-01-01,2025-01-26,2025-10-19,True,,False
14,METFORMINA 850MG,2.9047619047619047,0.04338842975206613,65.57377049180327,intermitente,mayor_intermitencia,61,21,1.0476190476190477,0.21821789023599242,TRAIN anterior a 2026-01-01,2024-11-03,2025-12-28,True,Q1,True
14,NAPROXENO TABX550MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,55,0,,,TRAIN anterior a 2026-01-01,2024-10-27,2025-11-09,False,,False
14,OMEPRAZOL 20MG,32.0,,96.875,positivas_insuficientes,mayor_intermitencia,32,1,1.0,,TRAIN anterior a 2026-01-01,2024-11-10,2025-06-15,False,,False
14,PARACETAMOL 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,2,0,,,TRAIN anterior a 2026-01-01,2025-12-21,2025-12-28,False,,False
14,VITAMINA C+ZINC+D3,2.3076923076923075,0.237882797731569,56.666666666666664,intermitente,mayor_intermitencia,60,26,1.7692307692307692,0.8629109946080097,TRAIN anterior a 2026-01-01,2024-11-10,2025-12-28,True,Q1,True
15,AMOXICILINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,53,0,,,TRAIN anterior a 2026-01-01,2024-12-29,2025-12-28,False,Q3,True
15,AZITROMICINA 500MG,46.0,,97.82608695652173,positivas_insuficientes,mayor_intermitencia,46,1,1.0,,TRAIN anterior a 2026-01-01,2025-02-16,2025-12-28,False,Q3,True
15,CETIRIZINA 10MG,24.5,0.0,95.91836734693877,intermitente,mayor_intermitencia,49,2,1.0,0.0,TRAIN anterior a 2026-01-01,2024-12-08,2025-11-09,True,,False
15,DIMENHIDRINATO 50MG,16.0,,93.75,positivas_insuficientes,mayor_intermitencia,16,1,1.0,,TRAIN anterior a 2026-01-01,2025-09-14,2025-12-28,False,Q2,True
15,ENALAPRIL 10MG,6.571428571428571,0.0,84.78260869565217,intermitente,mayor_intermitencia,46,7,1.0,0.0,TRAIN anterior a 2026-01-01,2025-02-16,2025-12-28,True,Q1,True
15,IBUPROFENO TABX800,24.5,0.0,95.91836734693877,intermitente,mayor_intermitencia,49,2,1.0,0.0,TRAIN anterior a 2026-01-01,2025-01-26,2025-12-28,True,Q2,True
15,LOPERAMIDA 2MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
15,LORATADINA 10MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,49,0,,,TRAIN anterior a 2026-01-01,2024-12-08,2025-11-09,False,,False
15,LOSARTAN 50MG,7.333333333333333,0.0,86.36363636363636,intermitente,mayor_intermitencia,44,6,1.0,0.0,TRAIN anterior a 2026-01-01,2025-01-12,2025-11-09,True,,False
15,METFORMINA 850MG,9.8,0.0,89.79591836734694,intermitente,mayor_intermitencia,49,5,1.0,0.0,TRAIN anterior a 2026-01-01,2025-01-26,2025-12-28,True,Q2,True
15,NAPROXENO TABX550MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,49,0,,,TRAIN anterior a 2026-01-01,2024-12-08,2025-11-09,False,,False
15,OMEPRAZOL 20MG,9.0,,88.88888888888889,positivas_insuficientes,mayor_intermitencia,9,1,1.0,,TRAIN anterior a 2026-01-01,2025-01-12,2025-03-09,False,,False
15,PARACETAMOL 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,7,0,,,TRAIN anterior a 2026-01-01,2025-11-16,2025-12-28,False,,False
15,VITAMINA C+ZINC+D3,1.2222222222222223,0.3957158002347506,18.181818181818183,suave,menor_intermitencia,55,45,2.1777777777777776,1.3699517059983086,TRAIN anterior a 2026-01-01,2024-12-15,2025-12-28,True,Q1,True
16,AMOXICILINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,18,0,,,TRAIN anterior a 2026-01-01,2025-08-31,2025-12-28,False,Q3,True
16,AZITROMICINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,24,0,,,TRAIN anterior a 2026-01-01,2025-07-20,2025-12-28,False,Q3,True
16,CETIRIZINA 10MG,25.0,,96.0,positivas_insuficientes,mayor_intermitencia,25,1,1.0,,TRAIN anterior a 2026-01-01,2025-05-25,2025-11-09,False,,False
16,DIMENHIDRINATO 50MG,32.0,,96.875,positivas_insuficientes,mayor_intermitencia,32,1,2.0,,TRAIN anterior a 2026-01-01,2025-05-25,2025-12-28,False,Q2,True
16,ENALAPRIL 10MG,6.5,0.0,84.61538461538461,intermitente,mayor_intermitencia,13,2,1.0,0.0,TRAIN anterior a 2026-01-01,2025-10-05,2025-12-28,True,Q1,True
16,IBUPROFENO TABX800,,,100.0,sin_demanda_positiva,sin_demanda_positiva,30,0,,,TRAIN anterior a 2026-01-01,2025-06-08,2025-12-28,False,Q3,True
16,LOPERAMIDA 2MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,6,0,,,TRAIN anterior a 2026-01-01,2025-11-23,2025-12-28,False,,False
16,LORATADINA 10MG,22.0,,95.45454545454545,positivas_insuficientes,mayor_intermitencia,22,1,4.0,,TRAIN anterior a 2026-01-01,2025-06-15,2025-11-09,False,,False
16,LOSARTAN 50MG,19.0,,94.73684210526315,positivas_insuficientes,mayor_intermitencia,19,1,1.0,,TRAIN anterior a 2026-01-01,2025-05-25,2025-09-28,False,,False
16,METFORMINA 850MG,30.0,,96.66666666666667,positivas_insuficientes,mayor_intermitencia,30,1,1.0,,TRAIN anterior a 2026-01-01,2025-06-08,2025-12-28,False,Q2,True
16,NAPROXENO TABX550MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,25,0,,,TRAIN anterior a 2026-01-01,2025-05-25,2025-11-09,False,,False
16,PARACETAMOL 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,10,0,,,TRAIN anterior a 2026-01-01,2025-10-26,2025-12-28,False,Q3,True
16,VITAMINA C+ZINC+D3,1.8823529411764706,0.3659119897959185,46.875,intermitente,mayor_intermitencia,32,17,1.6470588235294117,0.9963167462326072,TRAIN anterior a 2026-01-01,2025-05-25,2025-12-28,True,Q1,True
17,AMOXICILINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,4,0,,,TRAIN anterior a 2026-01-01,2025-12-07,2025-12-28,False,,False
17,AZITROMICINA 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,1,0,,,TRAIN anterior a 2026-01-01,2025-12-28,2025-12-28,False,,False
17,DIMENHIDRINATO 50MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
17,ENALAPRIL 10MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,4,0,,,TRAIN anterior a 2026-01-01,2025-12-07,2025-12-28,False,,False
17,IBUPROFENO TABX800,,,100.0,sin_demanda_positiva,sin_demanda_positiva,2,0,,,TRAIN anterior a 2026-01-01,2025-12-21,2025-12-28,False,,False
17,LOPERAMIDA 2MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
17,METFORMINA 850MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,3,0,,,TRAIN anterior a 2026-01-01,2025-12-14,2025-12-28,False,,False
17,PARACETAMOL 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,4,0,,,TRAIN anterior a 2026-01-01,2025-12-07,2025-12-28,False,,False
17,VITAMINA C+ZINC+D3,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
18,AZITROMICINA 500MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
18,DIMENHIDRINATO 50MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
18,ENALAPRIL 10MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
18,IBUPROFENO TABX800,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
18,LOPERAMIDA 2MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
18,METFORMINA 850MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
18,PARACETAMOL 500MG,,,100.0,sin_demanda_positiva,sin_demanda_positiva,1,0,,,TRAIN anterior a 2026-01-01,2025-12-28,2025-12-28,False,,False
18,VITAMINA C+ZINC+D3,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
19,AZITROMICINA 500MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
19,DIMENHIDRINATO 50MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
19,ENALAPRIL 10MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
19,IBUPROFENO TABX800,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
19,METFORMINA 850MG,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
19,VITAMINA C+ZINC+D3,,,,sin_historia_train,sin_historia_train,0,0,,,TRAIN anterior a 2026-01-01,,,False,,False
