codpro,prod,tipo,cantidad,unidades,total,fecdoc,sucursal,mes,estacion,producto,categoria_abc,dia
108176,AMOXICILINA 500MG CAP CJAX100UND,PHARMA GENERICOS,1.0,0.0,30.0,2024-10-24 15:48:13,9,10,Primavera,AMOXICILINA 500MG,Clase C (Baja Rotación),2024-10-24
108176,AMOXICILINA 500MG CAP CJAX100UND,PHARMA GENERICOS,1.0,0.0,30.0,2024-10-24 17:20:29,9,10,Primavera,AMOXICILINA 500MG,Clase C (Baja Rotación),2024-10-24
100073,CETIRIZINA 10MG TAB. REC CJAX100UND,PERUFARMA GENERICO,0.0,20.0,2.0,2025-10-28 07:29:45,9,10,Primavera,CETIRIZINA 10MG,Clase B (Rotación Media),2025-10-28
100073,CETIRIZINA 10MG TAB. REC CJAX100UND,PERUFARMA GENERICO,-1.0,0.0,-9.0,2025-10-28 12:00:00,9,10,Primavera,CETIRIZINA 10MG,Clase B (Rotación Media),2025-10-28
100073,CETIRIZINA 10MG TAB. REC CJAX100UND,PERUFARMA GENERICO,0.0,10.0,1.0,2025-10-28 17:23:18,9,10,Primavera,CETIRIZINA 10MG,Clase B (Rotación Media),2025-10-28
100073,CETIRIZINA 10MG TAB. REC CJAX100UND,PERUFARMA GENERICO,1.0,0.0,9.0,2025-10-28 18:22:57,9,10,Primavera,CETIRIZINA 10MG,Clase B (Rotación Media),2025-10-28
100073,CETIRIZINA 10MG TAB. REC CJAX100UND,PERUFARMA GENERICO,1.0,0.0,9.0,2025-10-28 18:26:32,9,10,Primavera,CETIRIZINA 10MG,Clase B (Rotación Media),2025-10-28
100018,METFORMINA 850MG TAB CJAX30UND,GENFAR,-2.0,0.0,-16.0,2025-05-03 12:00:00,9,5,Otoño,METFORMINA 850MG,Clase B (Rotación Media),2025-05-03
100018,METFORMINA 850MG TAB CJAX30UND,GENFAR,2.0,0.0,16.0,2025-05-03 21:04:52,9,5,Otoño,METFORMINA 850MG,Clase B (Rotación Media),2025-05-03
100018,METFORMINA 850MG TAB CJAX30UND,GENFAR,2.0,0.0,16.0,2025-05-03 21:12:54,9,5,Otoño,METFORMINA 850MG,Clase B (Rotación Media),2025-05-03
100018,METFORMINA 850MG TAB CJAX30UND,GENFAR,1.0,0.0,9.0,2025-12-27 09:54:13,9,12,Verano,METFORMINA 850MG,Clase B (Rotación Media),2025-12-27
100018,METFORMINA 850MG TAB CJAX30UND,GENFAR,-1.0,0.0,-9.0,2025-12-27 10:00:33,9,12,Verano,METFORMINA 850MG,Clase B (Rotación Media),2025-12-27
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.9,2026-04-17 15:34:00,9,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-04-17
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-14.9,2026-04-17 15:35:30,9,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-04-17
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.9,2026-04-17 15:37:45,9,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-04-17
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,1.0,0.0,9.5,2026-01-30 10:58:43,10,1,Verano,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-01-30
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,-1.0,0.0,-9.5,2026-01-30 11:59:29,10,1,Verano,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-01-30
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,1.0,0.0,9.5,2026-01-30 12:02:09,10,1,Verano,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-01-30
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,0.0,10.0,1.0,2026-06-09 18:33:45,10,6,Invierno,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-06-09
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,1.0,0.0,9.0,2026-06-09 19:01:49,10,6,Invierno,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-06-09
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,-1.0,0.0,-9.0,2026-06-09 19:53:02,10,6,Invierno,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-06-09
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,1.0,0.0,9.0,2026-06-09 19:54:08,10,6,Invierno,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-06-09
102721,LOSARTAN 50MGX100TAB,PERUFARMA GENERICO,0.0,30.0,9.0,2024-01-27 11:24:17,10,1,Verano,LOSARTAN 50MG,Clase B (Rotación Media),2024-01-27
102721,LOSARTAN 50MGX100TAB,PERUFARMA GENERICO,0.0,30.0,9.0,2024-01-27 11:25:56,10,1,Verano,LOSARTAN 50MG,Clase B (Rotación Media),2024-01-27
102721,LOSARTAN 50MGX100TAB,PERUFARMA GENERICO,0.0,-30.0,-9.0,2024-01-27 12:00:00,10,1,Verano,LOSARTAN 50MG,Clase B (Rotación Media),2024-01-27
102721,LOSARTAN 50MGX100TAB,PERUFARMA GENERICO,-1.0,0.0,-20.7,2024-01-27 12:00:00,10,1,Verano,LOSARTAN 50MG,Clase B (Rotación Media),2024-01-27
102721,LOSARTAN 50MGX100TAB,PERUFARMA GENERICO,1.0,0.0,20.7,2024-01-27 15:04:06,10,1,Verano,LOSARTAN 50MG,Clase B (Rotación Media),2024-01-27
102721,LOSARTAN 50MG COM. REC CJAX100UND,PERUFARMA GENERICO,1.0,0.0,20.0,2025-03-31 19:08:58,10,3,Otoño,LOSARTAN 50MG,Clase B (Rotación Media),2025-03-31
102721,LOSARTAN 50MG COM. REC CJAX100UND,PERUFARMA GENERICO,-1.0,0.0,-20.0,2025-03-31 19:37:00,10,3,Otoño,LOSARTAN 50MG,Clase B (Rotación Media),2025-03-31
102759,NAPROXENO TABX550MGX100UND,PERUFARMA GENERICO,1.0,0.0,30.0,2024-05-09 00:00:00,10,5,Otoño,NAPROXENO TABX550MG,Clase C (Baja Rotación),2024-05-09
102759,NAPROXENO TABX550MGX100UND,PERUFARMA GENERICO,-1.0,0.0,-30.0,2024-05-09 12:00:00,10,5,Otoño,NAPROXENO TABX550MG,Clase C (Baja Rotación),2024-05-09
102759,NAPROXENO TABX550MGX100UND,PERUFARMA GENERICO,0.0,10.0,3.0,2024-05-09 13:00:57,10,5,Otoño,NAPROXENO TABX550MG,Clase C (Baja Rotación),2024-05-09
102759,NAPROXENO TABX550MGX100UND,PERUFARMA GENERICO,1.0,0.0,30.0,2024-05-09 13:59:19,10,5,Otoño,NAPROXENO TABX550MG,Clase C (Baja Rotación),2024-05-09
102759,NAPROXENO TABX550MGX100UND,PERUFARMA GENERICO,0.0,10.0,3.0,2024-05-09 17:08:39,10,5,Otoño,NAPROXENO TABX550MG,Clase C (Baja Rotación),2024-05-09
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-07-04 10:30:23,10,7,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-07-04
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-07-04 12:02:17,10,7,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-07-04
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-15.2,2025-07-04 18:38:15,10,7,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-07-04
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-07-04 18:44:23,10,7,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-07-04
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.9,2026-03-05 12:39:39,10,3,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-03-05
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.9,2026-03-05 12:44:37,10,3,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-03-05
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-14.9,2026-03-05 12:44:58,10,3,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-03-05
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.9,2026-03-28 12:55:58,10,3,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-03-28
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-14.9,2026-03-28 12:56:32,10,3,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-03-28
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.9,2026-03-28 13:00:30,10,3,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-03-28
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-14.9,2026-03-28 13:01:41,10,3,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-03-28
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.9,2026-03-28 13:03:22,10,3,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-03-28
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.9,2026-04-11 22:50:22,10,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-04-11
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-14.9,2026-04-11 22:55:27,10,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-04-11
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-14.44,2025-02-05 12:00:00,11,2,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-02-05
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.44,2025-02-05 17:35:22,11,2,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-02-05
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.44,2025-02-05 17:57:37,11,2,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-02-05
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-03-19 10:41:03,11,3,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-03-19
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-15.2,2025-03-19 12:00:00,11,3,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-03-19
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.9,2026-04-05 16:50:04,11,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-04-05
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-14.9,2026-04-05 16:56:27,11,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-04-05
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.9,2026-04-05 16:57:42,11,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-04-05
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.5,2026-06-07 15:12:28,11,6,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-06-07
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-14.5,2026-06-07 15:12:53,11,6,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-06-07
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,14.5,2026-06-07 15:14:30,11,6,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-06-07
101069,AZITROMICINA 500MG TAB CJAX30UND,ACFARMA GENERICO,2.0,0.0,66.0,2025-10-25 11:27:47,12,10,Primavera,AZITROMICINA 500MG,Clase C (Baja Rotación),2025-10-25
101069,AZITROMICINA 500MG TAB CJAX30UND,ACFARMA GENERICO,-2.0,0.0,-66.0,2025-10-25 11:44:38,12,10,Primavera,AZITROMICINA 500MG,Clase C (Baja Rotación),2025-10-25
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,1.0,0.0,9.5,2026-01-22 09:42:23,12,1,Verano,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-01-22
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,-1.0,0.0,-9.5,2026-01-22 09:43:33,12,1,Verano,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-01-22
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,0.0,20.0,2.0,2026-01-22 19:26:57,12,1,Verano,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-01-22
102721,LOSARTAN 50MG COM. REC CJAX100UND,PERUFARMA GENERICO,-1.0,0.0,-20.0,2025-04-26 12:00:00,12,4,Otoño,LOSARTAN 50MG,Clase B (Rotación Media),2025-04-26
102721,LOSARTAN 50MG COM. REC CJAX100UND,PERUFARMA GENERICO,1.0,0.0,20.0,2025-04-26 19:55:50,12,4,Otoño,LOSARTAN 50MG,Clase B (Rotación Media),2025-04-26
102721,LOSARTAN 50MG COM. REC CJAX100UND,PERUFARMA GENERICO,1.0,0.0,20.0,2025-04-26 20:08:25,12,4,Otoño,LOSARTAN 50MG,Clase B (Rotación Media),2025-04-26
102759,NAPROXENO 550MG COM. REC CJAX100UND,PERUFARMA GENERICO,-1.0,0.0,-33.0,2025-10-25 10:13:02,12,10,Primavera,NAPROXENO TABX550MG,Clase C (Baja Rotación),2025-10-25
102759,NAPROXENO 550MG COM. REC CJAX100UND,PERUFARMA GENERICO,1.0,0.0,33.0,2025-10-25 10:17:53,12,10,Primavera,NAPROXENO TABX550MG,Clase C (Baja Rotación),2025-10-25
102759,NAPROXENO 550MG COM. REC CJAX100UND,PERUFARMA GENERICO,0.0,5.0,1.75,2025-10-25 19:42:40,12,10,Primavera,NAPROXENO TABX550MG,Clase C (Baja Rotación),2025-10-25
102759,NAPROXENO 550MG COM. REC CJAX100UND,PERUFARMA GENERICO,0.0,10.0,3.5,2025-10-25 20:57:53,12,10,Primavera,NAPROXENO TABX550MG,Clase C (Baja Rotación),2025-10-25
107417,VITAMINA C+ZINC+D3 NARANJA FCOX20 TB.EFERV.,EUROCARE,1.0,0.0,15.5,2024-04-28 09:39:05,12,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2024-04-28
107417,VITAMINA C+ZINC+D3 NARANJA FCOX20 TB.EFERV.,EUROCARE,1.0,0.0,15.5,2024-04-28 09:49:16,12,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2024-04-28
107417,VITAMINA C+ZINC+D3 NARANJA FCOX20 TB.EFERV.,EUROCARE,-1.0,0.0,-15.5,2024-04-28 12:00:00,12,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2024-04-28
107417,VITAMINA C+ZINC+D3 NARANJA FCOX20 TB.EFERV.,EUROCARE,1.0,0.0,15.5,2024-04-28 19:18:07,12,4,Otoño,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2024-04-28
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-15.4,2024-11-13 12:00:00,12,11,Primavera,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2024-11-13
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.4,2024-11-13 12:47:41,12,11,Primavera,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2024-11-13
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.4,2024-11-13 20:24:30,12,11,Primavera,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2024-11-13
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.4,2024-11-13 22:48:14,12,11,Primavera,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2024-11-13
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-02-01 08:13:53,12,2,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-02-01
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-02-01 08:17:20,12,2,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-02-01
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-15.2,2025-02-01 12:00:00,12,2,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-02-01
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,1.0,0.0,9.5,2026-04-10 09:22:07,15,4,Otoño,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-04-10
101410,ENALAPRIL 10MG TAB CJAX140UND,FARM.GENERICOS,-1.0,0.0,-9.5,2026-04-10 09:25:28,15,4,Otoño,ENALAPRIL 10MG,Clase A (Alta Rotación),2026-04-10
102721,LOSARTAN 50MG COM. REC CJAX100UND,PERUFARMA GENERICO,1.0,0.0,20.0,2025-05-17 23:01:16,15,5,Otoño,LOSARTAN 50MG,Clase B (Rotación Media),2025-05-17
102721,LOSARTAN 50MG COM. REC CJAX100UND,PERUFARMA GENERICO,-1.0,0.0,-20.0,2025-05-17 23:04:35,15,5,Otoño,LOSARTAN 50MG,Clase B (Rotación Media),2025-05-17
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-01-28 10:54:06,15,1,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-01-28
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-15.2,2025-01-28 11:28:11,15,1,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-01-28
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-01-28 11:30:09,15,1,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-01-28
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-15.2,2025-06-19 18:56:52,15,6,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-06-19
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-06-19 19:56:40,15,6,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-06-19
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-06-19 20:07:08,15,6,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-06-19
100018,METFORMINA 850MG TAB CJAX30UND,GENFAR,1.0,0.0,10.5,2026-04-25 18:58:46,16,4,Otoño,METFORMINA 850MG,Clase B (Rotación Media),2026-04-25
100018,METFORMINA 850MG TAB CJAX30UND,GENFAR,-1.0,0.0,-10.5,2026-04-25 20:21:08,16,4,Otoño,METFORMINA 850MG,Clase B (Rotación Media),2026-04-25
100018,METFORMINA 850MG TAB CJAX30UND,GENFAR,1.0,0.0,10.5,2026-04-25 20:28:46,16,4,Otoño,METFORMINA 850MG,Clase B (Rotación Media),2026-04-25
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-07-12 22:09:11,16,7,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-07-12
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-15.2,2025-07-12 22:10:39,16,7,Invierno,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-07-12
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-09-20 10:55:07,16,9,Primavera,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-09-20
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-09-20 11:26:31,16,9,Primavera,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-09-20
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-15.2,2025-09-20 11:27:02,16,9,Primavera,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-09-20
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2025-09-20 11:28:12,16,9,Primavera,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2025-09-20
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2026-01-03 13:33:53,16,1,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-01-03
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,-1.0,0.0,-15.2,2026-01-03 13:38:12,16,1,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-01-03
107417,VITAMINA C+ZINC+D3 NARANJA TAB.EFERV. TBOX20UND,EUROCARE,1.0,0.0,15.2,2026-01-03 13:39:02,16,1,Verano,VITAMINA C+ZINC+D3,Clase A (Alta Rotación),2026-01-03
