mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_modelo__learning_rate,param_modelo__max_depth,param_modelo__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.10167717933654785,0.08220792130322727,0.009206215540568033,0.0009837645838076583,0.05,3,100,"{'modelo__learning_rate': 0.05, 'modelo__max_depth': 3, 'modelo__n_estimators': 100}",-0.21220303577464775,-0.27769528606338567,-0.1833822876620336,-0.22442686983335566,0.03946139046531838,1
0.060821851094563804,0.01371435615218916,0.00938256581624349,0.0008381710484138382,0.05,3,200,"{'modelo__learning_rate': 0.05, 'modelo__max_depth': 3, 'modelo__n_estimators': 200}",-0.2346590356930325,-0.2871485866062724,-0.18450524581188493,-0.23543762270372995,0.04190758483980445,2
0.06546688079833984,0.009369363883393272,0.013613382975260416,0.006762824076351719,0.05,5,100,"{'modelo__learning_rate': 0.05, 'modelo__max_depth': 5, 'modelo__n_estimators': 100}",-0.2209810389705136,-0.3011881810991762,-0.21033757345648557,-0.24416893117539176,0.040552163821760225,4
0.09304618835449219,0.012175394450799952,0.010306517283121744,0.0005899838906198451,0.05,5,200,"{'modelo__learning_rate': 0.05, 'modelo__max_depth': 5, 'modelo__n_estimators': 200}",-0.26297594019052917,-0.31207376171394874,-0.2297946911043934,-0.26828146433629046,0.033799140077216856,7
0.058191935221354164,0.03016308446308346,0.008174260457356771,0.0004707551080258378,0.1,3,100,"{'modelo__learning_rate': 0.1, 'modelo__max_depth': 3, 'modelo__n_estimators': 100}",-0.23804918651980145,-0.2858977099050659,-0.18519429547776692,-0.2363803973008781,0.04112892787663349,3
0.06139977773030599,0.009002037041679584,0.008683602015177408,0.000620436130850213,0.1,3,200,"{'modelo__learning_rate': 0.1, 'modelo__max_depth': 3, 'modelo__n_estimators': 200}",-0.2820228497878781,-0.2989232066742565,-0.18757196031288595,-0.2561726722583402,0.04899625002854218,5
0.06707016626993816,0.012233276715566064,0.009197473526000977,6.881367640515456e-05,0.1,5,100,"{'modelo__learning_rate': 0.1, 'modelo__max_depth': 5, 'modelo__n_estimators': 100}",-0.24961774616804142,-0.3136981262675243,-0.22550912896789146,-0.2629416671344857,0.037215319100416186,6
0.09239037831624348,0.028336072891071894,0.009581883748372396,9.959798018670089e-05,0.1,5,200,"{'modelo__learning_rate': 0.1, 'modelo__max_depth': 5, 'modelo__n_estimators': 200}",-0.28497404692077055,-0.33000095398182355,-0.24862105191996103,-0.2878653509408517,0.03328605157421536,8
